profession,nation,salary_type,salary
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,36683.41
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,36448.26
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,22904.21
Early Years Practitioner,England,Max,22904.21
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,Wales,Max,21398.66
Early Years Practitioner,England,Max,23385.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,27048.14
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,23516.18
Early Years Practitioner,England,Max,23516.18
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,52908.77
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,21092.96
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,,Max,25866.51
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,21666.14
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,33060.92
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,12933.25
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26595.47
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24102.88
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,22904.21
Early Years Practitioner,England,Max,48911.22
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25278.63
Early Years Practitioner,England,Max,23574.97
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,23232.83
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,26434.98
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,39740.36
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,,Max,20634.42
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,26454.38
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,27683.04
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,Wales,Max,21398.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21751.38
Early Years Practitioner,England,Max,21751.38
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21751.38
Early Years Practitioner,England,Max,47382.74
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,26807.11
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21789.95
Early Years Practitioner,England,Max,22904.21
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,25008.21
Early Years Practitioner,England,Max,25008.21
Early Years Practitioner,England,Max,25008.21
Early Years Practitioner,England,Max,25008.21
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,25014.09
Early Years Practitioner,England,Max,25014.09
Early Years Practitioner,England,Max,25014.09
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,21207.6
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,24940.02
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,15872.63
Early Years Practitioner,England,Max,15872.63
Early Years Practitioner,England,Max,15872.63
Early Years Practitioner,England,Max,15872.63
Early Years Practitioner,England,Max,25278.63
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,29805.27
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24126.4
Early Years Practitioner,England,Max,23492.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,48661.96
Early Years Practitioner,England,Max,21163.51
Early Years Practitioner,England,Max,23362.16
Early Years Practitioner,,Max,27512.56
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,80244.96
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,25793.02
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30951.63
Early Years Practitioner,England,Max,25907.66
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,29232.09
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,48205.77
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,36448.26
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,24033.51
Early Years Practitioner,England,Max,44678.51
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,28805.88
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27630.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,32097.99
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,22574.41
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,33785.19
Early Years Practitioner,England,Max,25570.22
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,23574.97
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,23503.25
Early Years Practitioner,England,Max,23503.25
Early Years Practitioner,England,Max,23503.25
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,32333.14
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,28200.37
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,28200.37
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21490.37
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,39740.36
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27420.85
Early Years Practitioner,England,Max,47382.74
Early Years Practitioner,England,Max,21824.28
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,
Early Years Practitioner,Scotland,Max,
Early Years Practitioner,England,Max,28861.14
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,29149.2
Early Years Practitioner,England,Max,20978.33
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,36448.26
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,21163.51
Early Years Practitioner,England,Max,21163.51
Early Years Practitioner,England,Max,21163.51
Early Years Practitioner,England,Max,23745.45
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,28466.33
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,,Max,32097.99
Early Years Practitioner,England,Max,21345.16
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,28805.88
Early Years Practitioner,England,Max,26571.96
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,28805.88
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,England,Max,26454.38
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,29981.63
Early Years Practitioner,England,Max,42327.01
Early Years Practitioner,England,Max,27630.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22260.48
Early Years Practitioner,England,Max,24761.3
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,24761.3
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,26289.78
Early Years Practitioner,England,Max,26901.17
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,36683.41
Early Years Practitioner,England,Max,19987.76
Early Years Practitioner,England,Max,22809.56
Early Years Practitioner,England,Max,24102.88
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,44678.51
Early Years Practitioner,England,Max,33626.46
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25278.63
Early Years Practitioner,England,Max,22793.1
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,34096.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,19870.18
Early Years Practitioner,England,Max,19870.18
Early Years Practitioner,Wales,Max,21398.66
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,28429.64
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,42797.31
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,29981.63
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,26571.96
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,26571.96
Early Years Practitioner,England,Max,22239.32
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,31184.43
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,28200.37
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22735.48
Early Years Practitioner,Wales,Max,35995.6
Early Years Practitioner,,Max,29209.17
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,25907.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,14902.64
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,,Max,21398.66
Early Years Practitioner,England,Max,60527.63
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,29149.2
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,Wales,Max,57317.83
Early Years Practitioner,England,Max,10211.39
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,31157.38
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,9629.4
Early Years Practitioner,England,Max,70309.87
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,16342.93
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,42797.31
Early Years Practitioner,England,Max,42797.31
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,44883.09
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,42327.01
Early Years Practitioner,England,Max,23955.91
Early Years Practitioner,England,Max,27741.83
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22339.26
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,,Max,28218.01
Early Years Practitioner,England,Max,48911.22
Early Years Practitioner,England,Max,18812.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25570.22
Early Years Practitioner,England,Max,35284.27
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,35284.27
Early Years Practitioner,England,Max,29805.27
Early Years Practitioner,England,Max,27168.65
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,,Max,35272.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,24073.49
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,48365.67
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24797.75
Early Years Practitioner,England,Max,24088.77
Early Years Practitioner,England,Max,31157.38
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,27394.98
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,194880.62
Early Years Practitioner,England,Max,27168.65
Early Years Practitioner,England,Max,29690.64
Early Years Practitioner,England,Max,20863.69
Early Years Practitioner,England,Max,24807.16
Early Years Practitioner,England,Max,20978.33
Early Years Practitioner,England,Max,27168.65
Early Years Practitioner,England,Max,28658.92
Early Years Practitioner,England,Max,19987.76
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,21751.38
Early Years Practitioner,England,Max,42797.31
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,52908.77
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,31157.38
Early Years Practitioner,England,Max,37624.01
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,28979.9
Early Years Practitioner,England,Max,27168.65
Early Years Practitioner,England,Max,27168.65
Early Years Practitioner,England,Max,31670.01
Early Years Practitioner,England,Max,31670.01
Early Years Practitioner,England,Max,31670.01
Early Years Practitioner,England,Max,21436.87
Early Years Practitioner,England,Max,21436.87
Early Years Practitioner,England,Max,36683.41
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,28805.88
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,58787.52
Early Years Practitioner,England,Max,36448.26
Early Years Practitioner,,Max,
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26136.93
Early Years Practitioner,,Max,35272.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24940.02
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,64666.27
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,31451.32
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,,Max,22927.13
Early Years Practitioner,England,Max,24761.3
Early Years Practitioner,England,Max,16899.06
Early Years Practitioner,England,Max,29805.27
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,32097.99
Early Years Practitioner,,Max,55226.17
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,19987.76
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,33626.46
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,44678.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,15508.15
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25278.63
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,24102.88
Early Years Practitioner,England,Max,24102.88
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,26251.57
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,34096.76
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,46773.7
Early Years Practitioner,England,Max,46773.7
Early Years Practitioner,Wales,Max,23041.77
Early Years Practitioner,Wales,Max,23064.69
Early Years Practitioner,Wales,Max,25219.85
Early Years Practitioner,Wales,Max,23064.69
Early Years Practitioner,Wales,Max,36683.41
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,30577.74
Early Years Practitioner,Wales,Max,25219.85
Early Years Practitioner,Wales,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,33060.92
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,50115.18
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27394.98
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,22339.26
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,31745.26
